FOS,Friction_Angle,Cohesion,Slope_Angle,Rainfall_Intensity,Rainfall_Duration
0.669,20,5,75,10,2
0.667,20,5,75,10,3
0.665,20,5,75,10,4
0.66,20,5,75,10,8
0.653,20,5,75,10,12
0.645,20,5,75,10,16
0.639,20,5,75,10,20
0.634,20,5,75,10,24
0.676,20,5,75,30,0
0.666,20,5,75,30,1
0.662,20,5,75,30,2
0.659,20,5,75,30,3
0.654,20,5,75,30,4
0.634,20,5,75,30,8
0.617,20,5,75,30,12
0.599,20,5,75,30,16
0.589,20,5,75,30,20
0.586,20,5,75,30,24
0.676,20,5,75,60,0
0.662,20,5,75,60,1
0.653,20,5,75,60,2
0.641,20,5,75,60,3
0.633,20,5,75,60,4
0.597,20,5,75,60,8
0.578,20,5,75,60,12
0.571,20,5,75,60,16
0.568,20,5,75,60,20
0.566,20,5,75,60,24
0.903,20,10,75,10,0
0.898,20,10,75,10,1
0.895,20,10,75,10,2
0.893,20,10,75,10,3
0.889,20,10,75,10,4
0.888,20,10,75,10,8
0.879,20,10,75,10,12
0.871,20,10,75,10,16
0.865,20,10,75,10,20
0.86,20,10,75,10,24
0.903,20,10,75,30,0
0.893,20,10,75,30,1
0.888,20,10,75,30,2
0.844,20,10,75,30,3
0.88,20,10,75,30,4
0.86,20,10,75,30,8
0.843,20,10,75,30,12
0.825,20,10,75,30,16
0.791,20,10,75,30,20
0.811,20,10,75,30,24
0.903,20,10,75,60,0
0.888,20,10,75,60,1
0.879,20,10,75,60,2
0.867,20,10,75,60,3
0.858,20,10,75,60,4
0.823,20,10,75,60,8
0.803,20,10,75,60,12
0.796,20,10,75,60,16
0.793,20,10,75,60,20
0.791,20,10,75,60,24
1.133,20,15,75,10,0
1.131,20,15,75,10,1
1.129,20,15,75,10,2
1.128,20,15,75,10,3
1.054,20,15,75,10,4
1.123,20,15,75,10,8
1.118,20,15,75,10,12
1.114,20,15,75,10,16
1.11,20,15,75,10,20
1.107,20,15,75,10,24
1.133,20,15,75,30,0
1.127,20,15,75,30,1
1.052,20,15,75,30,2
1.122,20,15,75,30,3
1.119,20,15,75,30,4
1.107,20,15,75,30,8
1.097,20,15,75,30,12
1.086,20,15,75,30,16
1.077,20,15,75,30,20
1.07,20,15,75,30,24
1.133,20,15,75,60,0
1.124,20,15,75,60,1
1.118,20,15,75,60,2
1.111,20,15,75,60,3
1.105,20,15,75,60,4
1.083,20,15,75,60,8
1.029,20,15,75,60,12
1.022,20,15,75,60,16
1.043,20,15,75,60,20
1.018,20,15,75,60,24
1.332,20,20,75,10,0
1.329,20,20,75,10,1
1.327,20,20,75,10,2
1.325,20,20,75,10,3
1.324,20,20,75,10,4
1.321,20,20,75,10,8
1.316,20,20,75,10,12
1.312,20,20,75,10,16
1.308,20,20,75,10,20
1.306,20,20,75,10,24
1.332,20,20,75,30,0
1.325,20,20,75,30,1
1.322,20,20,75,30,2
1.32,20,20,75,30,3
1.317,20,20,75,30,4
1.305,20,20,75,30,8
1.295,20,20,75,30,12
1.284,20,20,75,30,16
1.274,20,20,75,30,20
1.267,20,20,75,30,24
1.332,20,20,75,60,0
1.322,20,20,75,60,1
1.316,20,20,75,60,2
1.308,20,20,75,60,3
1.303,20,20,75,60,4
1.281,20,20,75,60,8
1.261,20,20,75,60,12
1.246,20,20,75,60,16
1.241,20,20,75,60,20
1.238,20,20,75,60,24
0.508,25,0,75,10,0
0.498,25,0,75,10,1
0.54,25,0,75,10,2
0.496,25,0,75,10,3
0.503,25,0,75,10,4
0.477,25,0,75,10,8
0.449,25,0,75,10,12
0.413,25,0,75,10,16
0.364,25,0,75,10,20
0.348,25,0,75,10,24
0.508,25,0,75,30,0
0.495,25,0,75,30,1
0.483,25,0,75,30,2
0.473,25,0,75,30,3
0.455,25,0,75,30,4
0.318,25,0,75,30,8
0.298,25,0,75,30,12
0.3,25,0,75,30,16
0.302,25,0,75,30,20
0.303,25,0,75,30,24
0.508,25,0,75,60,0
0.482,25,0,75,60,1
0.453,25,0,75,60,2
0.337,25,0,75,60,3
0.276,25,0,75,60,4
0.248,25,0,75,60,8
0.272,25,0,75,60,12
0.272,25,0,75,60,16
0.272,25,0,75,60,20
0.272,25,0,75,60,24
0.8,25,5,75,10,0
0.795,25,5,75,10,1
0.791,25,5,75,10,2
0.788,25,5,75,10,3
0.787,25,5,75,10,4
0.78,25,5,75,10,8
0.771,25,5,75,10,12
0.762,25,5,75,10,16
0.755,25,5,75,10,20
0.748,25,5,75,10,24
0.8,25,5,75,30,0
0.788,25,5,75,30,1
0.783,25,5,75,30,2
0.778,25,5,75,30,3
0.772,25,5,75,30,4
0.731,25,5,75,30,8
0.694,25,5,75,30,12
0.688,25,5,75,30,16
0.688,25,5,75,30,20
0.688,25,5,75,30,24
0.8,25,5,75,60,0
0.782,25,5,75,60,1
0.771,25,5,75,60,2
0.757,25,5,75,60,3
0.746,25,5,75,60,4
0.654,25,5,75,60,8
0.677,25,5,75,60,12
0.666,25,5,75,60,16
0.664,25,5,75,60,20
0.662,25,5,75,60,24
1.026,25,10,75,10,0
1.021,25,10,75,10,1
1.017,25,10,75,10,2
1.014,25,10,75,10,3
1.012,25,10,75,10,4
1.006,25,10,75,10,8
0.997,25,10,75,10,12
0.987,25,10,75,10,16
0.98,25,10,75,10,20
0.973,25,10,75,10,24
1.026,25,10,75,30,0
1.014,25,10,75,30,1
1.009,25,10,75,30,2
1.004,25,10,75,30,3
0.998,25,10,75,30,4
0.973,25,10,75,30,8
0.951,25,10,75,30,12
0.928,25,10,75,30,16
0.915,25,10,75,30,20
0.912,25,10,75,30,24
1.026,25,10,75,60,0
1.008,25,10,75,60,1
0.997,25,10,75,60,2
0.983,25,10,75,60,3
0.971,25,10,75,60,4
0.926,25,10,75,60,8
0.901,25,10,75,60,12
0.893,25,10,75,60,16
0.889,25,10,75,60,20
0.887,25,10,75,60,24
1.253,25,15,75,10,0
1.248,25,15,75,10,1
1.244,25,15,75,10,2
1.241,25,15,75,10,3
1.239,25,15,75,10,4
1.17,25,15,75,10,8
1.223,25,15,75,10,12
1.213,25,15,75,10,16
1.206,25,15,75,10,20
1.199,25,15,75,10,24
1.253,25,15,75,30,0
1.241,25,15,75,30,1
1.235,25,15,75,30,2
1.169,25,15,75,30,3
1.224,25,15,75,30,4
1.25,25,15,75,30,8
1.177,25,15,75,30,12
1.154,25,15,75,30,16
1.14,25,15,75,30,20
1.137,25,15,75,30,24
1.253,25,15,75,60,0
1.234,25,15,75,60,1
1.223,25,15,75,60,2
1.209,25,15,75,60,3
1.197,25,15,75,60,4
1.152,25,15,75,60,8
1.126,25,15,75,60,12
1.118,25,15,75,60,16
1.115,25,15,75,60,20
1.112,25,15,75,60,24
1.482,25,20,75,10,0
1.478,25,20,75,10,1
1.475,25,20,75,10,2
1.474,25,20,75,10,3
1.472,25,20,75,10,4
1.467,25,20,75,10,8
1.462,25,20,75,10,12
1.456,25,20,75,10,16
1.452,25,20,75,10,20
1.448,25,20,75,10,24
1.482,25,20,75,30,0
1.473,25,20,75,30,1
1.469,25,20,75,30,2
1.466,25,20,75,30,3
1.463,25,20,75,30,4
1.448,25,20,75,30,8
1.435,25,20,75,30,12
1.421,25,20,75,30,16
1.409,25,20,75,30,20
1.401,25,20,75,30,24
1.482,25,20,75,60,0
1.469,25,20,75,60,1
1.462,25,20,75,60,2
1.452,25,20,75,60,3
1.445,25,20,75,60,4
1.418,25,20,75,60,8
1.392,25,20,75,60,12
1.374,25,20,75,60,16
1.367,25,20,75,60,20
1.364,25,20,75,60,24
0.622,30,0,75,10,0
0.61,30,0,75,10,1
0.677,30,0,75,10,2
0.65,30,0,75,10,3
0.603,30,0,75,10,4
0.585,30,0,75,10,8
0.551,30,0,75,10,12
0.506,30,0,75,10,16
0.447,30,0,75,10,20
0.426,30,0,75,10,24
0.622,30,0,75,30,0
0.649,30,0,75,30,1
0.593,30,0,75,30,2
0.58,30,0,75,30,3
0.558,30,0,75,30,4
0.389,30,0,75,30,8
0.365,30,0,75,30,12
0.368,30,0,75,30,16
0.372,30,0,75,30,20
0.372,30,0,75,30,24
0.622,30,0,75,60,0
0.591,30,0,75,60,1
0.554,30,0,75,60,2
0.413,30,0,75,60,3
0.337,30,0,75,60,4
0.323,30,0,75,60,8
0.396,30,0,75,60,12
0.333,30,0,75,60,16
0.398,30,0,75,60,20
0.396,30,0,75,60,24
0.933,30,5,75,10,0
0.927,30,5,75,10,1
0.922,30,5,75,10,2
0.919,30,5,75,10,3
0.916,30,5,75,10,4
0.909,30,5,75,10,8
0.898,30,5,75,10,12
0.887,30,5,75,10,16
0.819,30,5,75,10,20
0.817,30,5,75,10,24
0.933,30,5,75,30,0
0.919,30,5,75,30,1
0.912,30,5,75,30,2
0.907,30,5,75,30,3
0.9,30,5,75,30,4
0.797,30,5,75,30,8
0.773,30,5,75,30,12
0.765,30,5,75,30,16
0.765,30,5,75,30,20
0.765,30,5,75,30,24
0.933,30,5,75,60,0
0.911,30,5,75,60,1
0.898,30,5,75,60,2
0.881,30,5,75,60,3
0.814,30,5,75,60,4
0.747,30,5,75,60,8
0.746,30,5,75,60,12
0.74,30,5,75,60,16
0.735,30,5,75,60,20
0.731,30,5,75,60,24
1.159,30,10,75,10,0
1.152,30,10,75,10,1
1.148,30,10,75,10,2
1.145,30,10,75,10,3
1.142,30,10,75,10,4
1.134,30,10,75,10,8
1.123,30,10,75,10,12
1.112,30,10,75,10,16
1.103,30,10,75,10,20
1.095,30,10,75,10,24
1.159,30,10,75,30,0
1.144,30,10,75,30,1
1.138,30,10,75,30,2
1.132,30,10,75,30,3
1.125,30,10,75,30,4
1.095,30,10,75,30,8
1.068,30,10,75,30,12
1.041,30,10,75,30,16
1.025,30,10,75,30,20
1.021,30,10,75,30,24
1.159,30,10,75,60,0
1.137,30,10,75,60,1
1.123,30,10,75,60,2
1.106,30,10,75,60,3
1.092,30,10,75,60,4
1.038,30,10,75,60,8
1.008,30,10,75,60,12
0.997,30,10,75,60,16
0.993,30,10,75,60,20
0.99,30,10,75,60,24
1.386,30,15,75,10,0
1.378,30,15,75,10,1
1.374,30,15,75,10,2
1.371,30,15,75,10,3
1.368,30,15,75,10,4
1.36,30,15,75,10,8
1.349,30,15,75,10,12
1.337,30,15,75,10,16
1.329,30,15,75,10,20
1.32,30,15,75,10,24
1.386,30,15,75,30,0
1.37,30,15,75,30,1
1.363,30,15,75,30,2
1.358,30,15,75,30,3
1.35,30,15,75,30,4
1.321,30,15,75,30,8
1.254,30,15,75,30,12
1.266,30,15,75,30,16
1.25,30,15,75,30,20
1.246,30,15,75,30,24
1.386,30,15,75,60,0
1.363,30,15,75,60,1
1.349,30,15,75,60,2
1.332,30,15,75,60,3
1.318,30,15,75,60,4
1.263,30,15,75,60,8
1.233,30,15,75,60,12
1.233,30,15,75,60,16
1.218,30,15,75,60,20
1.215,30,15,75,60,24
1.643,30,20,75,10,0
1.639,30,20,75,10,1
1.636,30,20,75,10,2
1.634,30,20,75,10,3
1.511,30,20,75,10,4
1.505,30,20,75,10,8
1.576,30,20,75,10,12
1.564,30,20,75,10,16
1.555,30,20,75,10,20
1.547,30,20,75,10,24
1.643,30,20,75,30,0
1.633,30,20,75,30,1
1.629,30,20,75,30,2
1.503,30,20,75,30,3
1.577,30,20,75,30,4
1.547,30,20,75,30,8
1.586,30,20,75,30,12
1.492,30,20,75,30,16
1.476,30,20,75,30,20
1.472,30,20,75,30,24
1.643,30,20,75,60,0
1.507,30,20,75,60,1
1.576,30,20,75,60,2
1.558,30,20,75,60,3
1.544,30,20,75,60,4
1.489,30,20,75,60,8
1.459,30,20,75,60,12
1.383,30,20,75,60,16
1.444,30,20,75,60,20
1.441,30,20,75,60,24
0.214,15,0,90,10,0
0.214,15,0,90,10,1
0.214,15,0,90,10,2
0.214,15,0,90,10,3
0.214,15,0,90,10,4
0.214,15,0,90,10,8
0.211,15,0,90,10,12
0.203,15,0,90,10,16
0.199,15,0,90,10,20
0.195,15,0,90,10,24
0.214,15,0,90,30,0
0.214,15,0,90,30,1
0.214,15,0,90,30,2
0.214,15,0,90,30,3
0.213,15,0,90,30,4
0.196,15,0,90,30,8
0.184,15,0,90,30,12
0.174,15,0,90,30,16
0.164,15,0,90,30,20
0.175,15,0,90,30,24
0.214,15,0,90,60,0
0.214,15,0,90,60,1
0.213,15,0,90,60,2
0.203,15,0,90,60,3
0.197,15,0,90,60,4
0.175,15,0,90,60,8
0.165,15,0,90,60,12
0.167,15,0,90,60,16
0.167,15,0,90,60,20
0.167,15,0,90,60,24
0.469,15,5,90,10,0
0.466,15,5,90,10,1
0.464,15,5,90,10,2
0.462,15,5,90,10,3
0.461,15,5,90,10,4
0.459,15,5,90,10,8
0.454,15,5,90,10,12
0.45,15,5,90,10,16
0.447,15,5,90,10,20
0.445,15,5,90,10,24
0.469,15,5,90,30,0
0.462,15,5,90,30,1
0.46,15,5,90,30,2
0.458,15,5,90,30,3
0.456,15,5,90,30,4
0.446,15,5,90,30,8
0.439,15,5,90,30,12
0.431,15,5,90,30,16
0.425,15,5,90,30,20
0.419,15,5,90,30,24
0.469,15,5,90,60,0
0.46,15,5,90,60,1
0.456,15,5,90,60,2
0.45,15,5,90,60,3
0.446,15,5,90,60,4
0.432,15,5,90,60,8
0.42,15,5,90,60,12
0.409,15,5,90,60,16
0.405,15,5,90,60,20
0.405,15,5,90,60,24
0.671,15,10,90,10,0
0.668,15,10,90,10,1
0.666,15,10,90,10,2
0.643,15,10,90,10,3
0.643,15,10,90,10,4
0.659,15,10,90,10,8
0.635,15,10,90,10,12
0.631,15,10,90,10,16
0.644,15,10,90,10,20
0.625,15,10,90,10,24
0.671,15,10,90,30,0
0.643,15,10,90,30,1
0.661,15,10,90,30,2
0.658,15,10,90,30,3
0.634,15,10,90,30,4
0.643,15,10,90,30,8
0.619,15,10,90,30,12
0.611,15,10,90,30,16
0.605,15,10,90,30,20
0.599,15,10,90,30,24
0.671,15,10,90,60,0
0.66,15,10,90,60,1
0.634,15,10,90,60,2
0.63,15,10,90,60,3
0.626,15,10,90,60,4
0.626,15,10,90,60,8
0.599,15,10,90,60,12
0.59,15,10,90,60,16
0.586,15,10,90,60,20
0.585,15,10,90,60,24
0.857,15,15,90,10,0
0.856,15,15,90,10,1
0.854,15,15,90,10,2
0.853,15,15,90,10,3
0.852,15,15,90,10,4
0.85,15,15,90,10,8
0.847,15,15,90,10,12
0.844,15,15,90,10,16
0.841,15,15,90,10,20
0.84,15,15,90,10,24
0.857,15,15,90,30,0
0.853,15,15,90,30,1
0.851,15,15,90,30,2
0.844,15,15,90,30,3
0.841,15,15,90,30,4
0.84,15,15,90,30,8
0.835,15,15,90,30,12
0.83,15,15,90,30,16
0.825,15,15,90,30,20
0.821,15,15,90,30,24
0.857,15,15,90,60,0
0.851,15,15,90,60,1
0.841,15,15,90,60,2
0.843,15,15,90,60,3
0.84,15,15,90,60,4
0.786,15,15,90,60,8
0.821,15,15,90,60,12
0.812,15,15,90,60,16
0.808,15,15,90,60,20
0.808,15,15,90,60,24
1.023,15,20,90,10,0
1.021,15,20,90,10,1
1.02,15,20,90,10,2
1.018,15,20,90,10,3
1.017,15,20,90,10,4
1.015,15,20,90,10,8
1.012,15,20,90,10,12
1.009,15,20,90,10,16
1.007,15,20,90,10,20
1.005,15,20,90,10,24
1.023,15,20,90,30,0
1.018,15,20,90,30,1
1.016,15,20,90,30,2
1.015,15,20,90,30,3
1.013,15,20,90,30,4
1.006,15,20,90,30,8
1.001,15,20,90,30,12
0.995,15,20,90,30,16
0.99,15,20,90,30,20
0.986,15,20,90,30,24
1.023,15,20,90,60,0
1.016,15,20,90,60,1
1.013,15,20,90,60,2
1.009,15,20,90,60,3
1.006,15,20,90,60,4
0.995,15,20,90,60,8
0.986,15,20,90,60,12
0.979,15,20,90,60,16
0.974,15,20,90,60,20
0.973,15,20,90,60,24
0.287,20,0,90,10,0
0.287,20,0,90,10,1
0.287,20,0,90,10,2
0.287,20,0,90,10,3
0.287,20,0,90,10,4
0.287,20,0,90,10,8
0.282,20,0,90,10,12
0.273,20,0,90,10,16
0.266,20,0,90,10,20
0.261,20,0,90,10,24
0.287,20,0,90,30,0
0.287,20,0,90,30,1
0.287,20,0,90,30,2
0.287,20,0,90,30,3
0.285,20,0,90,30,4
0.263,20,0,90,30,8
0.247,20,0,90,30,12
0.234,20,0,90,30,16
0.22,20,0,90,30,20
0.235,20,0,90,30,24
0.287,20,0,90,60,0
0.287,20,0,90,60,1
0.285,20,0,90,60,2
0.272,20,0,90,60,3
0.263,20,0,90,60,4
0.235,20,0,90,60,8
0.221,20,0,90,60,12
0.223,20,0,90,60,16
0.222,20,0,90,60,20
0.223,20,0,90,60,24
0.569,20,5,90,10,0
0.566,20,5,90,10,1
0.563,20,5,90,10,2
0.561,20,5,90,10,3
0.56,20,5,90,10,4
0.556,20,5,90,10,8
0.55,20,5,90,10,12
0.545,20,5,90,10,16
0.541,20,5,90,10,20
0.538,20,5,90,10,24
0.569,20,5,90,30,0
0.561,20,5,90,30,1
0.558,20,5,90,30,2
0.556,20,5,90,30,3
0.552,20,5,90,30,4
0.539,20,5,90,30,8
0.53,20,5,90,30,12
0.518,20,5,90,30,16
0.508,20,5,90,30,20
0.5,20,5,90,30,24
0.569,20,5,90,60,0
0.558,20,5,90,60,1
0.552,20,5,90,60,2
0.544,20,5,90,60,3
0.539,20,5,90,60,4
0.519,20,5,90,60,8
0.5,20,5,90,60,12
0.486,20,5,90,60,16
0.481,20,5,90,60,20
0.48,20,5,90,60,24
0.77,20,10,90,10,0
0.766,20,10,90,10,1
0.763,20,10,90,10,2
0.761,20,10,90,10,3
0.759,20,10,90,10,4
0.741,20,10,90,10,8
0.736,20,10,90,10,12
0.724,20,10,90,10,16
0.721,20,10,90,10,20
0.718,20,10,90,10,24
0.77,20,10,90,30,0
0.761,20,10,90,30,1
0.756,20,10,90,30,2
0.74,20,10,90,30,3
0.737,20,10,90,30,4
0.719,20,10,90,30,8
0.71,20,10,90,30,12
0.7,20,10,90,30,16
0.691,20,10,90,30,20
0.684,20,10,90,30,24
0.77,20,10,90,60,0
0.756,20,10,90,60,1
0.737,20,10,90,60,2
0.724,20,10,90,60,3
0.719,20,10,90,60,4
0.7,20,10,90,60,8
0.684,20,10,90,60,12
0.671,20,10,90,60,16
0.666,20,10,90,60,20
0.665,20,10,90,60,24
0.985,20,15,90,10,0
0.959,20,15,90,10,1
0.956,20,15,90,10,2
0.979,20,15,90,10,3
0.951,20,15,90,10,4
0.946,20,15,90,10,8
0.907,20,15,90,10,12
0.932,20,15,90,10,16
0.928,20,15,90,10,20
0.924,20,15,90,10,24
0.985,20,15,90,30,0
0.953,20,15,90,30,1
0.949,20,15,90,30,2
0.946,20,15,90,30,3
0.941,20,15,90,30,4
0.925,20,15,90,30,8
0.915,20,15,90,30,12
0.903,20,15,90,30,16
0.871,20,15,90,30,20
0.884,20,15,90,30,24
0.985,20,15,90,60,0
0.948,20,15,90,60,1
0.941,20,15,90,60,2
0.902,20,15,90,60,3
0.948,20,15,90,60,4
0.925,20,15,90,60,8
0.885,20,15,90,60,12
0.852,20,15,90,60,16
0.865,20,15,90,60,20
0.865,20,15,90,60,24
1.15,20,20,90,10,0
1.148,20,20,90,10,1
1.146,20,20,90,10,2
1.144,20,20,90,10,3
1.143,20,20,90,10,4
1.14,20,20,90,10,8
1.136,20,20,90,10,12
1.132,20,20,90,10,16
1.129,20,20,90,10,20
1.127,20,20,90,10,24
1.15,20,20,90,30,0
1.145,20,20,90,30,1
1.142,20,20,90,30,2
1.14,20,20,90,30,3
1.138,20,20,90,30,4
1.128,20,20,90,30,8
1.121,20,20,90,30,12
1.114,20,20,90,30,16
1.107,20,20,90,30,20
1.102,20,20,90,30,24
1.15,20,20,90,60,0
1.142,20,20,90,60,1
1.138,20,20,90,60,2
1.132,20,20,90,60,3
1.128,20,20,90,60,4
1.114,20,20,90,60,8
1.102,20,20,90,60,12
1.093,20,20,90,60,16
1.083,20,20,90,60,20
1.082,20,20,90,60,24
0.364,25,0,90,10,0
0.364,25,0,90,10,1
0.364,25,0,90,10,2
0.364,25,0,90,10,3
0.364,25,0,90,10,4
0.364,25,0,90,10,8
0.361,25,0,90,10,12
0.347,25,0,90,10,16
0.338,25,0,90,10,20
0.332,25,0,90,10,24
0.364,25,0,90,30,0
0.364,25,0,90,30,1
0.364,25,0,90,30,2
0.364,25,0,90,30,3
0.364,25,0,90,30,4
0.334,25,0,90,30,8
0.314,25,0,90,30,12
0.298,25,0,90,30,16
0.281,25,0,90,30,20
0.3,25,0,90,30,24
0.364,25,0,90,60,0
0.364,25,0,90,60,1
0.364,25,0,90,60,2
0.346,25,0,90,60,3
0.334,25,0,90,60,4
0.299,25,0,90,60,8
0.289,25,0,90,60,12
0.291,25,0,90,60,16
0.29,25,0,90,60,20
0.291,25,0,90,60,24
0.677,25,5,90,10,0
0.672,25,5,90,10,1
0.669,25,5,90,10,2
0.666,25,5,90,10,3
0.665,25,5,90,10,4
0.66,25,5,90,10,8
0.653,25,5,90,10,12
0.645,25,5,90,10,16
0.64,25,5,90,10,20
0.635,25,5,90,10,24
0.677,25,5,90,30,0
0.667,25,5,90,30,1
0.662,25,5,90,30,2
0.659,25,5,90,30,3
0.655,25,5,90,30,4
0.637,25,5,90,30,8
0.623,25,5,90,30,12
0.609,25,5,90,30,16
0.596,25,5,90,30,20
0.586,25,5,90,30,24
0.677,25,5,90,60,0
0.662,25,5,90,60,1
0.655,25,5,90,60,2
0.644,25,5,90,60,3
0.637,25,5,90,60,4
0.609,25,5,90,60,8
0.586,25,5,90,60,12
0.569,25,5,90,60,16
0.562,25,5,90,60,20
0.561,25,5,90,60,24
0.857,25,10,90,10,0
0.852,25,10,90,10,1
0.849,25,10,90,10,2
0.846,25,10,90,10,3
0.845,25,10,90,10,4
0.84,25,10,90,10,8
0.833,25,10,90,10,12
0.825,25,10,90,10,16
0.82,25,10,90,10,20
0.817,25,10,90,10,24
0.857,25,10,90,30,0
0.847,25,10,90,30,1
0.843,25,10,90,30,2
0.839,25,10,90,30,3
0.834,25,10,90,30,4
0.817,25,10,90,30,8
0.806,25,10,90,30,12
0.794,25,10,90,30,16
0.783,25,10,90,30,20
0.774,25,10,90,30,24
0.857,25,10,90,60,0
0.843,25,10,90,60,1
0.834,25,10,90,60,2
0.824,25,10,90,60,3
0.818,25,10,90,60,4
0.794,25,10,90,60,8
0.775,25,10,90,60,12
0.758,25,10,90,60,16
0.751,25,10,90,60,20
0.75,25,10,90,60,24
1.069,25,15,90,10,0
1.063,25,15,90,10,1
1.059,25,15,90,10,2
1.056,25,15,90,10,3
1.054,25,15,90,10,4
1.02,25,15,90,10,8
1.013,25,15,90,10,12
1.006,25,15,90,10,16
1.024,25,15,90,10,20
0.997,25,15,90,10,24
1.069,25,15,90,30,0
1.057,25,15,90,30,1
1.023,25,15,90,30,2
1.02,25,15,90,30,3
1.015,25,15,90,30,4
1.021,25,15,90,30,8
1.008,25,15,90,30,12
0.974,25,15,90,30,16
0.963,25,15,90,30,20
0.97,25,15,90,30,24
1.069,25,15,90,60,0
1.023,25,15,90,60,1
1.015,25,15,90,60,2
1.029,25,15,90,60,3
1.021,25,15,90,60,4
0.993,25,15,90,60,8
0.97,25,15,90,60,12
0.953,25,15,90,60,16
0.946,25,15,90,60,20
0.945,25,15,90,60,24
1.219,25,20,90,10,0
1.284,25,20,90,10,1
1.253,25,20,90,10,2
1.279,25,20,90,10,3
1.207,25,20,90,10,4
1.272,25,20,90,10,8
1.263,25,20,90,10,12
1.253,25,20,90,10,16
1.247,25,20,90,10,20
1.257,25,20,90,10,24
1.219,25,20,90,30,0
1.279,25,20,90,30,1
1.276,25,20,90,30,2
1.271,25,20,90,30,3
1.265,25,20,90,30,4
1.214,25,20,90,30,8
1.2,25,20,90,30,12
1.185,25,20,90,30,16
1.173,25,20,90,30,20
1.134,25,20,90,30,24
1.219,25,20,90,60,0
1.276,25,20,90,60,1
1.265,25,20,90,60,2
1.221,25,20,90,60,3
1.214,25,20,90,60,4
1.186,25,20,90,60,8
1.163,25,20,90,60,12
1.145,25,20,90,60,16
1.112,25,20,90,60,20
1.112,25,20,90,60,24
0.446,30,0,90,10,0
0.446,30,0,90,10,1
0.446,30,0,90,10,2
0.446,30,0,90,10,3
0.446,30,0,90,10,4
0.446,30,0,90,10,8
0.442,30,0,90,10,12
0.424,30,0,90,10,16
0.414,30,0,90,10,20
0.406,30,0,90,10,24
0.446,30,0,90,30,0
0.446,30,0,90,30,1
0.446,30,0,90,30,2
0.446,30,0,90,30,3
0.446,30,0,90,30,4
0.408,30,0,90,30,8
0.384,30,0,90,30,12
0.365,30,0,90,30,16
0.344,30,0,90,30,20
0.326,30,0,90,30,24
0.446,30,0,90,60,0
0.446,30,0,90,60,1
0.446,30,0,90,60,2
0.423,30,0,90,60,3
0.409,30,0,90,60,4
0.366,30,0,90,60,8
0.354,30,0,90,60,12
0.356,30,0,90,60,16
0.355,30,0,90,60,20
0.356,30,0,90,60,24
0.791,30,5,90,10,0
0.786,30,5,90,10,1
0.782,30,5,90,10,2
0.78,30,5,90,10,3
0.778,30,5,90,10,4
0.771,30,5,90,10,8
0.761,30,5,90,10,12
0.75,30,5,90,10,16
0.743,30,5,90,10,20
0.738,30,5,90,10,24
0.791,30,5,90,30,0
0.78,30,5,90,30,1
0.775,30,5,90,30,2
0.77,30,5,90,30,3
0.764,30,5,90,30,4
0.74,30,5,90,30,8
0.724,30,5,90,30,12
0.706,30,5,90,30,16
0.691,30,5,90,30,20
0.678,30,5,90,30,24
0.791,30,5,90,60,0
0.775,30,5,90,60,1
0.764,30,5,90,60,2
0.749,30,5,90,60,3
0.74,30,5,90,60,4
0.706,30,5,90,60,8
0.679,30,5,90,60,12
0.512,30,5,90,60,16
0.507,30,5,90,60,20
0.508,30,5,90,60,24
0.971,30,10,90,10,0
0.965,30,10,90,10,1
0.961,30,10,90,10,2
0.959,30,10,90,10,3
0.957,30,10,90,10,4
0.95,30,10,90,10,8
0.942,30,10,90,10,12
0.933,30,10,90,10,16
0.927,30,10,90,10,20
0.923,30,10,90,10,24
0.971,30,10,90,30,0
0.959,30,10,90,30,1
0.954,30,10,90,30,2
0.95,30,10,90,30,3
0.944,30,10,90,30,4
0.924,30,10,90,30,8
0.911,30,10,90,30,12
0.895,30,10,90,30,16
0.882,30,10,90,30,20
0.87,30,10,90,30,24
0.971,30,10,90,60,0
0.953,30,10,90,60,1
0.944,30,10,90,60,2
0.932,30,10,90,60,3
0.924,30,10,90,60,4
0.896,30,10,90,60,8
0.87,30,10,90,60,12
0.849,30,10,90,60,16
0.841,30,10,90,60,20
0.84,30,10,90,60,24
1.182,30,15,90,10,0
1.175,30,15,90,10,1
1.17,30,15,90,10,2
1.166,30,15,90,10,3
1.164,30,15,90,10,4
1.14,30,15,90,10,8
1.145,30,15,90,10,12
1.134,30,15,90,10,16
1.107,30,15,90,10,20
1.103,30,15,90,10,24
1.182,30,15,90,30,0
1.166,30,15,90,30,1
1.143,30,15,90,30,2
1.14,30,15,90,30,3
1.148,30,15,90,30,4
1.124,30,15,90,30,8
1.09,30,15,90,30,12
1.075,30,15,90,30,16
1.062,30,15,90,30,20
1.051,30,15,90,30,24
1.182,30,15,90,60,0
1.143,30,15,90,60,1
1.148,30,15,90,60,2
1.112,30,15,90,60,3
1.124,30,15,90,60,4
1.076,30,15,90,60,8
1.052,30,15,90,60,12
1.032,30,15,90,60,16
1.024,30,15,90,60,20
1.023,30,15,90,60,24
1.374,30,20,90,10,0
1.367,30,20,90,10,1
1.362,30,20,90,10,2
1.359,30,20,90,10,3
1.319,30,20,90,10,4
1.384,30,20,90,10,8
1.303,30,20,90,10,12
1.294,30,20,90,10,16
